"","ID","ch","sex","stage","tail","stream","trout"
"265","GBG4-5","000000000000000000001000000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"266","GBG4-6","000000000000000000001000000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"267","GBG4-7","000000000000000000001010000000000000000000000000000000000000000000000000","U","A","Full","Bear","Present"
"268","GBG4-8","000000000000000000001110000000000000000000000000000000000000000000000000","U","A","Full","Bear","Present"
"269","GBG5-6","000000000000000000001000000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"270","GBG5-7","000000000000000000001000000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"271","GBG5-8","000000000000000000000100000000000000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"272","GBG6-7","000000000000000000000100000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"273","GBG6-8","000000000000000000000100000000000000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"274","GBG7-8","000000000000000000000101000000000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"275","GBG1-2-3","000000000000000000000010011000000000000000000000000000000000000000000000","F","A","Full","Bear","Present"
"276","GBG1-2-4","000000000000000000000010000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"277","GBG1-2-5","000000000000000000000011000000000000000000000000000000000000000000000000","U","A","Full","Bear","Present"
"278","GBG1-2-6","000000000000000000000001000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"279","GBG1-2-7","000000000000000000000001000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"280","GBG1-2-8","000000000000000000000001000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"281","GBG1-3-4","000000000000000000000001000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"282","GBG1-3-5","000000000000000000000001000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"283","GBG1-3-6","000000000000000000000001000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"284","GBG1-3-7","000000000000000000000001000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"285","GBG1-3-8","000000000000000000000001000000000000000000000000000000000000000000000000","U","A","Damaged","Bear","Present"
"286","GBG1-4-5","000000000000000000000001000000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"287","GBG1-4-6","000000000000000000000000100000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"288","GBG1-4-7","000000000000000000000000100000000000000000000000000000000000000000000000","U","A","Damaged","Bear","Present"
"289","GBG1-4-8","000000000000000000000000100000000000000000000000000000000000000000000000","U","A","Full","Bear","Present"
"290","GBG1-5-6","000000000000000000000000100000000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"291","GBG1-5-7","000000000000000000000000100000000000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"292","GBG1-5-8","000000000000000000000000100000000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"293","GBG1-6-7","000000000000000000000000010000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"294","GBG1-6-8","000000000000000000000000010000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"295","GBG1-7-8","000000000000000000000000010000000000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"296","GBG2-3-4","000000000000000000000000010000000000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"297","GBG2-3-5","000000000000000000000000010000000000000000000000000000000000000000000000","U","A","Damaged","Bear","Present"
"298","GBG2-3-6","000000000000000000000000010000000000000000000000000000000000000000000000","U","A","Damaged","Bear","Present"
"299","GBG2-3-7","000000000000000000000000010000000000000000000000000000000000000000000000","M","A","Damaged","Bear","Present"
"300","GBG2-3-8","000000000000000000000000010000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"301","GBG2-4-5","000000000000000000000000010000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"302","GBG2-4-6","000000000000000000000000010000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"303","GBG2-4-7","000000000000000000000000010000000000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"304","GBG2-4-8A","000000000000000000000000010000000000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"305","GBG2-4-8L","000000000000000000000000001000000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"306","GBG2-5-6","000000000000000000000000001000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"307","GBG2-5-7","000000000000000000000000001000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"308","GBG2-5-8","000000000000000000000000001000000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"309","GBG1-2P3","000000000000000000000000000100000010000000000000000000000000000000000000","U","L","Full","Bear","Present"
"310","GBG1-2P4","000000000000000000000000000100000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"311","GBG1-2P5","000000000000000000000000000100000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"312","GBG1-2P6","000000000000000000000000000100000010000000000000000000000000000000000000","U","L","Full","Bear","Present"
"313","GBG1-2P7","000000000000000000000000000100000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"314","GBG1-2P8","000000000000000000000000000101000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"315","GBG1-3P2","000000000000000000000000000100000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"316","GBG1-3P4","000000000000000000000000000100000000000000000000000000000000000000000000","M","A","Damaged","Bear","Present"
"317","GBG1-3P5","000000000000000000000000000100000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"318","GBG1-3P6","000000000000000000000000000100000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"319","GBG1-3P7","000000000000000000000000000100000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"320","GBG1-3P8","000000000000000000000000000100000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"321","GBG1-4P2","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"322","GBG1-4P3","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"323","GBG1-4P5","000000000000000000000000000010000000000000000000000000000000000000000000","M","A","Damaged","Bear","Present"
"324","GBG1-4P6","000000000000000000000000000011100000000000001000000000000000000000000000","F","A","Full","Bear","Present"
"325","GBG1-4P7","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"326","GBG1-4P8","000000000000000000000000000010010100000000000000000000000000000000000000","F","A","Full","Bear","Present"
"327","GBG1-5P2","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"328","GBG1-5P3","000000000000000000000000000011000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"329","GBG1-5P4","000000000000000000000000000010000000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"330","GBG1-5P6","000000000000000000000000000010000000001000000000000000000000000000000000","M","A","Damaged","Bear","Present"
"331","GBG1-5P7","000000000000000000000000000010000010000000000000000000000000000000000000","U","L","Full","Bear","Present"
"332","GBG1-5P8","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"333","GBG1-6P2","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"334","GBG1-6P3","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"335","GBG1-6P4","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"336","GBG1-6P5","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"337","GBG1-6P7","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"338","GBG1-6P8","000000000000000000000000000010000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"339","GBG1-7P2","000000000000000000000000000001000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"340","GBG1-7P3","000000000000000000000000000001000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"341","GBG1-7P4","000000000000000000000000000001000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"342","GBG1-7P5","000000000000000000000000000001000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"343","GBG1-7P6","000000000000000000000000000001000000000000000000000000000000000001000000","F","A","Full","Bear","Present"
"344","GBG1-7P8","000000000000000000000000000001000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"345","GBG1-8P2","000000000000000000000000000001000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"346","GBG1-8P3","000000000000000000000000000001000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"347","GBG1-8P4","000000000000000000000000000001000000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"348","GBG1-8P5","000000000000000000000000000001000000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"349","GBG1-8P6","000000000000000000000000000000100000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"350","GBG1-8P7","000000000000000000000000000000100000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"351","GBG2-3P1","000000000000000000000000000000100000000000000000000000100000000000000000","U","L","Full","Bear","Absent"
"352","GBG2-3P4","000000000000000000000000000000100000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"353","GBG2-3P5","000000000000000000000000000000100000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"354","GBG2-3P6","000000000000000000000000000000100000000000000000000000000000000000000000","U","L","Full","Bear","Present"
"355","GBG2-3P7","000000000000000000000000000000100000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"356","GBG2-3P8","000000000000000000000000000000100000000000000000000000000000000000000000","U","L","Damaged","Bear","Present"
"357","GBG2-4P1","000000000000000000000000000000100100000000000000000000000000000000000000","U","L","Full","Bear","Present"
"358","GBG2-4P3","000000000000000000000000000000010000000000000000000000000000000000000000","F","A","Damaged","Bear","Present"
"359","GBG2-4P5","000000000000000000000000000000010010000000000000000000000000000000000000","U","A","Full","Bear","Present"
"360","GBG2-4P6","000000000000000000000000000000010000000000000000000000100000000000000000","U","L","Damaged","Bear","Present"
